scene,gidA,gidB,n_adj,n_diff,n_cont,min_step,median_step,same,objA,objB
n3_scene0037,7,23,1,1,0,255.2,255.2,1,sugar_box,sugar_box
n3_scene0037,11,23,1,1,0,241.4,241.4,0,nine_hole_peg_test,sugar_box
n3_scene0037,9,23,1,1,0,264.7,264.7,0,nine_hole_peg_test,sugar_box
n3_scene0037,2,7,1,1,0,255.9,255.9,1,sugar_box,sugar_box
n3_scene0037,2,11,1,1,0,243.1,243.1,0,sugar_box,nine_hole_peg_test
n3_scene0037,2,9,1,1,0,264.5,264.5,0,sugar_box,nine_hole_peg_test
n3_scene0037,13,14,6,1,5,3.2,9.4,1,potted_meat_can,potted_meat_can
n3_scene0037,9,11,4,0,4,3.5,7.3,1,nine_hole_peg_test,nine_hole_peg_test
n3_scene0037,14,23,2,2,0,271.5,295.8,0,potted_meat_can,sugar_box
n3_scene0037,7,14,2,2,0,293.9,403.7,0,sugar_box,potted_meat_can
n3_scene0037,2,14,1,1,0,266.4,266.4,0,sugar_box,potted_meat_can
n3_scene0037,7,24,1,1,0,112.3,112.3,0,sugar_box,potted_meat_can
n3_scene0037,9,24,1,1,0,116.5,116.5,0,nine_hole_peg_test,potted_meat_can
n3_scene0037,11,24,1,0,1,19.0,19.0,0,nine_hole_peg_test,potted_meat_can
n3_scene0037,14,24,3,3,0,54.1,163.3,1,potted_meat_can,potted_meat_can
n3_scene0037,9,20,2,1,1,15.3,27.7,1,nine_hole_peg_test,nine_hole_peg_test
n3_scene0037,11,20,1,0,1,13.7,13.7,1,nine_hole_peg_test,nine_hole_peg_test
n3_scene0037,2,22,1,0,1,6.5,6.5,1,sugar_box,sugar_box
n3_scene0037,13,24,2,1,1,5.7,23.1,1,potted_meat_can,potted_meat_can
n3_scene0037,14,15,1,0,1,1.6,1.6,0,potted_meat_can,sugar_box
n3_scene0037,7,18,1,1,0,507.8,507.8,1,sugar_box,sugar_box
n3_scene0037,18,24,1,0,1,1.5,1.5,0,sugar_box,potted_meat_can
n3_scene0037,1,13,1,0,1,2.8,2.8,1,potted_meat_can,potted_meat_can
n3_scene0037,3,24,1,0,1,5.1,5.1,0,sugar_box,potted_meat_can
n3_scene0037,15,24,1,1,0,310.0,310.0,0,sugar_box,potted_meat_can
n3_scene0037,7,16,1,0,1,21.8,21.8,1,sugar_box,sugar_box
n3_scene0037,16,18,1,0,1,21.9,21.9,1,sugar_box,sugar_box
n3_scene0037,7,15,1,0,1,15.5,15.5,1,sugar_box,sugar_box
n3_scene0037,15,18,1,0,1,15.5,15.5,1,sugar_box,sugar_box
n3_scene0038,3,6,2,0,2,18.0,19.9,0,cups,peach
n3_scene0038,3,9,2,0,2,0.6,2.2,1,cups,cups
n3_scene0038,9,10,4,1,3,6.1,26.1,0,cups,phillips_screwdriver
n3_scene0038,3,10,4,3,1,1.7,84.5,0,cups,phillips_screwdriver
n3_scene0038,8,9,1,1,0,133.0,133.0,1,cups,cups
n3_scene0038,6,8,1,1,0,100.1,100.1,0,peach,cups
n3_scene0038,7,10,1,1,0,51.0,51.0,0,peach,phillips_screwdriver
n3_scene0039,7,10,1,0,1,0.6,0.6,0,tuna_fish_can,medium_clamp
n3_scene0039,7,11,4,0,4,6.8,10.8,1,tuna_fish_can,tuna_fish_can
n3_scene0039,10,13,2,0,2,7.8,10.7,0,medium_clamp,large_marker
n3_scene0039,8,13,4,2,2,2.6,110.2,1,large_marker,large_marker
n3_scene0039,5,10,2,1,1,1.3,30.0,0,tuna_fish_can,medium_clamp
n3_scene0039,10,11,3,0,3,3.7,3.9,0,medium_clamp,tuna_fish_can
n3_scene0039,5,13,1,0,1,5.6,5.6,0,tuna_fish_can,large_marker
n3_scene0040,7,14,1,0,1,18.9,18.9,0,orange,mug
n3_scene0041,4,7,2,2,0,131.1,286.0,1,cups,cups
n3_scene0041,7,12,1,1,0,188.9,188.9,0,cups,scissors
n3_scene0041,6,7,2,2,0,50.0,153.9,1,cups,cups
n3_scene0041,4,14,1,1,0,304.4,304.4,0,cups,cups
n3_scene0041,4,6,4,3,1,25.5,69.2,1,cups,cups
n3_scene0041,6,12,1,1,0,145.9,145.9,0,cups,scissors
n3_scene0041,6,14,1,1,0,173.7,173.7,0,cups,cups
n3_scene0041,4,5,7,5,2,11.9,43.8,0,cups,cups
n3_scene0041,5,12,5,1,4,3.0,20.0,0,cups,scissors
n3_scene0041,2,6,1,0,1,5.9,5.9,1,cups,cups
n3_scene0041,5,10,2,0,2,1.0,4.6,0,cups,scissors
n3_scene0041,5,6,1,0,1,0.3,0.3,0,cups,cups
n3_scene0042,5,8,3,1,2,36.9,40.0,1,spoon,spoon
n3_scene0042,3,5,4,2,2,0.4,107.4,1,spoon,spoon
n3_scene0042,5,7,4,1,3,3.0,8.4,0,spoon,medium_clamp
n3_scene0042,7,8,1,1,0,438.2,438.2,0,medium_clamp,spoon
n3_scene0042,3,7,1,1,0,495.9,495.9,0,spoon,medium_clamp
n3_scene0042,5,10,1,0,1,4.9,4.9,0,spoon,medium_clamp
n3_scene0042,5,6,1,0,1,11.3,11.3,0,spoon,medium_clamp
n3_scene0042,8,9,1,0,1,13.0,13.0,1,spoon,spoon
n3_scene0042,7,13,1,0,1,0.8,0.8,1,medium_clamp,medium_clamp
n3_scene0043,6,8,2,0,2,2.1,2.5,0,sponge,phillips_screwdriver
n3_scene0043,6,9,4,0,4,1.3,8.4,1,sponge,sponge
n3_scene0043,2,9,3,0,3,0.2,7.8,1,sponge,sponge
n3_scene0043,2,6,1,1,0,91.4,91.4,1,sponge,sponge
n3_scene0044,8,13,4,1,3,4.1,6.6,1,flat_screwdriver,flat_screwdriver
n3_scene0044,11,13,1,0,1,4.7,4.7,1,flat_screwdriver,flat_screwdriver
n3_scene0044,5,7,5,1,4,0.6,35.0,1,wood_block,wood_block
n3_scene0044,3,8,1,1,0,115.8,115.8,1,flat_screwdriver,flat_screwdriver
n3_scene0044,3,13,3,1,2,25.0,32.2,1,flat_screwdriver,flat_screwdriver
n3_scene0044,3,7,1,0,1,15.7,15.7,0,flat_screwdriver,wood_block
n3_scene0044,7,11,1,0,1,6.6,6.6,0,wood_block,flat_screwdriver
n3_scene0045,3,10,1,1,0,128.9,128.9,0,banana,mustard_bottle
n3_scene0045,3,9,5,5,0,138.2,234.9,0,banana,mustard_bottle
n3_scene0045,6,9,1,1,0,329.7,329.7,0,banana,mustard_bottle
n3_scene0045,4,10,2,2,0,117.8,118.2,0,cups,mustard_bottle
n3_scene0045,9,10,3,1,2,3.8,15.0,1,mustard_bottle,mustard_bottle
n3_scene0045,8,10,6,6,0,95.3,98.8,0,cups,mustard_bottle
n3_scene0045,4,9,1,1,0,92.8,92.8,0,cups,mustard_bottle
n3_scene0045,8,9,4,4,0,93.1,124.4,0,cups,mustard_bottle
n3_scene0045,3,6,2,0,2,1.4,3.6,1,banana,banana
n3_scene0046,10,19,1,1,0,75.7,75.7,1,cracker_box,cracker_box
n3_scene0046,10,17,2,2,0,130.3,245.3,0,cracker_box,pudding_box
n3_scene0046,10,14,8,6,2,22.7,107.6,1,cracker_box,cracker_box
n3_scene0046,6,19,1,1,0,131.7,131.7,0,baseball,cracker_box
n3_scene0046,12,19,1,1,0,457.1,457.1,1,cracker_box,cracker_box
n3_scene0046,12,17,2,2,0,190.6,253.2,0,cracker_box,pudding_box
n3_scene0046,12,14,1,0,1,21.7,21.7,1,cracker_box,cracker_box
n3_scene0046,6,12,1,1,0,138.2,138.2,0,baseball,cracker_box
n3_scene0046,12,18,1,1,0,650.4,650.4,1,cracker_box,cracker_box
n3_scene0046,11,12,1,0,1,3.3,3.3,0,pudding_box,cracker_box
n3_scene0046,10,18,1,1,0,189.8,189.8,1,cracker_box,cracker_box
n3_scene0046,9,11,1,0,1,3.4,3.4,0,cracker_box,pudding_box
n3_scene0047,3,18,3,3,0,41.8,83.0,1,cups,cups
n3_scene0047,3,14,4,1,3,5.8,25.4,0,cups,cups
n3_scene0047,14,18,1,1,0,95.3,95.3,0,cups,cups
n3_scene0047,11,14,2,2,0,139.7,141.6,1,cups,cups
n3_scene0047,11,18,1,1,0,149.5,149.5,0,cups,cups
n3_scene0047,3,11,1,0,1,5.8,5.8,0,cups,cups
n3_scene0048,11,13,1,1,0,223.1,223.1,0,orange,cups
n3_scene0048,7,9,7,0,7,6.1,10.2,1,scissors,scissors
n3_scene0048,3,10,5,1,4,3.5,11.0,1,scissors,scissors
n3_scene0048,9,10,4,0,4,3.6,4.9,1,scissors,scissors
n3_scene0048,10,11,2,1,1,1.1,70.1,0,scissors,orange
n3_scene0048,3,9,2,0,2,1.8,3.5,1,scissors,scissors
n3_scene0048,11,12,1,0,1,27.8,27.8,0,orange,cups
n3_scene0048,6,7,1,0,1,2.0,2.0,1,scissors,scissors
n3_scene0050,4,6,4,4,0,83.9,126.8,0,large_marker,adjustable_wrench
n3_scene0051,1,6,1,0,1,0.8,0.8,1,rubiks_cube,rubiks_cube
n3_scene0051,7,10,4,4,0,149.4,154.4,0,rubiks_cube,mug
n3_scene0051,10,12,2,2,0,151.3,160.7,0,mug,rubiks_cube
n3_scene0051,7,12,1,1,0,97.8,97.8,1,rubiks_cube,rubiks_cube
n3_scene0051,6,11,1,0,1,3.7,3.7,0,rubiks_cube,knife
n3_scene0051,2,6,2,2,0,241.5,352.4,0,mug,rubiks_cube
n3_scene0051,2,10,1,0,1,15.9,15.9,1,mug,mug
n3_scene0051,2,7,1,1,0,82.5,82.5,0,mug,rubiks_cube
n3_scene0051,2,11,1,1,0,273.3,273.3,0,mug,knife
n3_scene0051,11,12,1,1,0,136.5,136.5,0,knife,rubiks_cube
n3_scene0051,7,11,1,0,1,1.5,1.5,0,rubiks_cube,knife
n3_scene0052,5,9,3,3,0,158.8,203.4,0,potted_meat_can,golf_ball
n3_scene0052,9,10,2,2,0,158.0,161.0,0,golf_ball,mini_soccer_ball
n3_scene0052,7,8,4,0,4,8.6,10.1,1,potted_meat_can,potted_meat_can
n3_scene0052,3,7,1,0,1,5.4,5.4,1,potted_meat_can,potted_meat_can
n3_scene0053,6,7,5,5,0,109.6,145.9,0,master_chef_can,nine_hole_peg_test
n3_scene0053,6,14,3,3,0,70.0,75.5,0,master_chef_can,nine_hole_peg_test
n3_scene0053,7,12,2,2,0,157.5,157.8,0,nine_hole_peg_test,master_chef_can
n3_scene0053,11,12,9,0,9,4.8,14.9,1,master_chef_can,master_chef_can
n3_scene0053,12,14,4,2,2,5.9,49.1,0,master_chef_can,nine_hole_peg_test
n3_scene0053,2,7,1,1,0,135.9,135.9,0,master_chef_can,nine_hole_peg_test
n3_scene0053,1,14,2,2,0,91.0,147.2,0,gelatin_box,nine_hole_peg_test
n3_scene0053,5,6,2,1,1,19.9,79.5,1,master_chef_can,master_chef_can
n3_scene0053,1,6,4,4,0,112.9,121.4,0,gelatin_box,master_chef_can
n3_scene0053,6,8,3,3,0,133.2,134.5,0,master_chef_can,nine_hole_peg_test
n3_scene0053,5,12,3,3,0,106.9,127.6,1,master_chef_can,master_chef_can
n3_scene0053,1,12,2,2,0,119.5,126.0,0,gelatin_box,master_chef_can
n3_scene0053,8,12,1,1,0,142.7,142.7,0,nine_hole_peg_test,master_chef_can
n3_scene0053,5,11,1,1,0,177.1,177.1,1,master_chef_can,master_chef_can
n3_scene0053,3,5,1,1,0,138.6,138.6,1,master_chef_can,master_chef_can
n3_scene0053,3,8,1,1,0,138.8,138.8,0,master_chef_can,nine_hole_peg_test
n3_scene0053,7,8,4,0,4,2.0,8.8,1,nine_hole_peg_test,nine_hole_peg_test
n3_scene0053,7,15,2,0,2,15.6,20.5,1,nine_hole_peg_test,nine_hole_peg_test
n3_scene0053,8,15,2,0,2,1.1,7.3,1,nine_hole_peg_test,nine_hole_peg_test
n3_scene0053,7,14,4,2,2,13.9,44.2,1,nine_hole_peg_test,nine_hole_peg_test
n3_scene0053,8,14,2,1,1,5.0,24.5,1,nine_hole_peg_test,nine_hole_peg_test
n3_scene0053,7,11,3,3,0,113.1,114.0,0,nine_hole_peg_test,master_chef_can
n3_scene0053,5,7,1,1,0,180.5,180.5,0,master_chef_can,nine_hole_peg_test
n3_scene0053,8,11,2,2,0,136.2,137.2,0,nine_hole_peg_test,master_chef_can
n3_scene0053,1,11,3,3,0,112.7,122.1,0,gelatin_box,master_chef_can
n3_scene0053,11,14,1,1,0,127.7,127.7,0,master_chef_can,nine_hole_peg_test
n3_scene0053,1,5,2,1,1,5.6,68.4,0,gelatin_box,master_chef_can
n3_scene0053,6,12,1,1,0,83.5,83.5,1,master_chef_can,master_chef_can
n3_scene0054,9,13,6,5,1,14.5,157.5,1,power_drill,power_drill
n3_scene0054,5,9,4,3,1,2.5,109.6,0,apple,power_drill
n3_scene0054,3,7,1,0,1,29.2,29.2,0,power_drill,tennis_ball
n3_scene0054,3,9,1,1,0,65.8,65.8,1,power_drill,power_drill
n3_scene0054,9,12,1,0,1,16.6,16.6,1,power_drill,power_drill
n3_scene0055,10,14,6,0,6,0.2,6.5,1,extra_large_clamp,extra_large_clamp
n3_scene0055,5,13,2,0,2,4.0,4.4,1,tomato_soup_can,tomato_soup_can
n3_scene0055,6,13,1,0,1,2.8,2.8,1,tomato_soup_can,tomato_soup_can
n3_scene0055,10,12,3,0,3,6.3,7.7,0,extra_large_clamp,tomato_soup_can
n3_scene0055,2,13,3,0,3,6.9,11.2,0,extra_large_clamp,tomato_soup_can
n3_scene0055,11,13,3,0,3,2.2,6.8,1,tomato_soup_can,tomato_soup_can
n3_scene0055,11,12,1,0,1,35.5,35.5,1,tomato_soup_can,tomato_soup_can
n3_scene0056,3,8,11,3,8,6.0,26.4,1,large_clamp,large_clamp
n3_scene0056,8,9,7,1,6,1.4,7.1,0,large_clamp,fork
n3_scene0056,4,8,1,0,1,23.0,23.0,1,large_clamp,large_clamp
n3_scene0056,3,5,2,2,0,143.3,152.1,1,large_clamp,large_clamp
n3_scene0058,11,18,3,2,1,26.8,62.9,0,pitcher_base,bleach_cleanser
n3_scene0058,10,12,1,0,1,18.2,18.2,0,bleach_cleanser,pitcher_base
n3_scene0058,11,15,1,0,1,40.0,40.0,1,pitcher_base,pitcher_base
n3_scene0058,11,17,2,2,0,47.2,232.6,0,pitcher_base,cups
n3_scene0058,13,18,4,4,0,138.7,178.7,0,pitcher_base,bleach_cleanser
n3_scene0058,12,18,9,5,4,7.8,62.4,0,pitcher_base,bleach_cleanser
n3_scene0058,11,19,1,0,1,19.8,19.8,0,pitcher_base,bleach_cleanser
n3_scene0058,18,19,1,1,0,2455.2,2455.2,1,bleach_cleanser,bleach_cleanser
n3_scene0058,17,19,1,0,1,10.0,10.0,0,cups,bleach_cleanser
n3_scene0058,11,12,1,0,1,12.3,12.3,1,pitcher_base,pitcher_base
n3_scene0058,12,13,4,1,3,15.0,30.3,1,pitcher_base,pitcher_base
n3_scene0058,13,17,1,1,0,413.7,413.7,0,pitcher_base,cups
n3_scene0058,14,18,1,0,1,7.5,7.5,1,bleach_cleanser,bleach_cleanser
n3_scene0059,6,18,1,1,0,132.8,132.8,1,sugar_box,sugar_box
n3_scene0059,18,20,1,1,0,243.4,243.4,1,sugar_box,sugar_box
n3_scene0059,12,20,3,0,3,0.5,0.6,1,sugar_box,sugar_box
n3_scene0059,16,20,1,0,1,2.5,2.5,1,sugar_box,sugar_box
n3_scene0059,7,20,1,0,1,9.3,9.3,1,sugar_box,sugar_box
n3_scene0059,11,12,1,0,1,16.9,16.9,1,sugar_box,sugar_box
n3_scene0059,7,11,1,0,1,12.6,12.6,1,sugar_box,sugar_box
n3_scene0059,7,12,1,0,1,8.6,8.6,1,sugar_box,sugar_box
n3_scene0059,11,18,5,2,3,6.4,21.6,1,sugar_box,sugar_box
n3_scene0059,12,18,3,1,2,13.0,17.2,1,sugar_box,sugar_box
n3_scene0059,7,18,1,0,1,9.9,9.9,1,sugar_box,sugar_box
n3_scene0060,9,11,2,0,2,2.7,8.4,1,foam_brick,foam_brick
n3_scene0060,8,9,1,0,1,17.6,17.6,1,foam_brick,foam_brick
n3_scene0060,2,9,1,0,1,14.6,14.6,1,foam_brick,foam_brick
n3_scene0060,2,8,2,1,1,24.4,59.3,1,foam_brick,foam_brick
n3_scene0060,8,11,3,1,2,6.5,24.7,1,foam_brick,foam_brick
n3_scene0060,12,13,3,0,3,12.6,13.4,1,tuna_fish_can,tuna_fish_can
n3_scene0060,2,11,1,1,0,55.2,55.2,1,foam_brick,foam_brick
n3_scene0061,4,9,1,1,0,110.7,110.7,0,cups,bowl
n3_scene0061,6,9,1,1,0,110.7,110.7,0,cups,bowl
n3_scene0061,9,11,2,2,0,142.9,151.9,0,bowl,lemon
n3_scene0061,6,11,1,1,0,61.4,61.4,0,cups,lemon
n3_scene0061,6,10,4,1,3,1.9,22.0,0,cups,bowl
n3_scene0061,8,10,4,4,0,40.1,135.0,1,bowl,bowl
n3_scene0061,3,6,1,0,1,5.2,5.2,1,cups,cups
n3_scene0061,3,7,1,0,1,8.8,8.8,1,cups,cups
n3_scene0061,3,10,1,1,0,90.4,90.4,0,cups,bowl
n3_scene0061,7,10,1,0,1,9.5,9.5,0,cups,bowl
n4_scene0001,2,4,1,1,0,95.5,95.5,0,cups,cracker_box
n4_scene0001,2,11,1,1,0,69.8,69.8,0,cups,cracker_box
n4_scene0001,2,12,4,3,1,34.1,69.0,0,cups,large_marker
n4_scene0001,2,21,1,1,0,62.2,62.2,0,cups,cracker_box
n4_scene0001,8,12,1,1,0,92.3,92.3,0,cups,large_marker
n4_scene0001,7,21,4,4,0,51.5,97.9,1,cracker_box,cracker_box
n4_scene0001,4,19,1,1,0,242.6,242.6,0,cracker_box,orange
n4_scene0001,7,19,1,1,0,243.3,243.3,0,cracker_box,orange
n4_scene0001,3,12,1,0,1,1.7,1.7,1,large_marker,large_marker
n4_scene0001,4,12,2,0,2,17.5,24.5,0,cracker_box,large_marker
n4_scene0001,4,14,1,1,0,263.0,263.0,0,cracker_box,cups
n4_scene0001,8,14,1,1,0,364.5,364.5,1,cups,cups
n4_scene0001,7,12,1,0,1,14.3,14.3,0,cracker_box,large_marker
n4_scene0001,1,8,2,0,2,14.8,19.0,0,large_marker,cups
n4_scene0001,1,12,2,2,0,82.8,91.1,1,large_marker,large_marker
n4_scene0001,2,8,1,0,1,3.4,3.4,1,cups,cups
n4_scene0002,6,14,3,3,0,86.3,121.3,0,nine_hole_peg_test,master_chef_can
n4_scene0002,3,19,2,2,0,171.7,226.2,1,master_chef_can,master_chef_can
n4_scene0002,3,9,1,0,1,25.2,25.2,0,master_chef_can,spoon
n4_scene0002,3,6,2,2,0,112.2,139.6,0,master_chef_can,nine_hole_peg_test
n4_scene0002,3,10,2,2,0,170.7,176.5,0,master_chef_can,nine_hole_peg_test
n4_scene0002,6,20,1,1,0,171.2,171.2,0,nine_hole_peg_test,cups
n4_scene0002,10,20,3,3,0,176.9,186.6,0,nine_hole_peg_test,cups
n4_scene0002,6,15,2,1,1,24.6,36.1,1,nine_hole_peg_test,nine_hole_peg_test
n4_scene0002,3,14,1,1,0,85.9,85.9,1,master_chef_can,master_chef_can
n4_scene0002,3,20,5,5,0,49.3,101.2,0,master_chef_can,cups
n4_scene0002,10,19,1,1,0,195.9,195.9,0,nine_hole_peg_test,master_chef_can
n4_scene0002,6,10,2,0,2,10.1,12.9,1,nine_hole_peg_test,nine_hole_peg_test
n4_scene0002,10,15,1,0,1,5.0,5.0,1,nine_hole_peg_test,nine_hole_peg_test
n4_scene0002,5,15,1,1,0,368.2,368.2,0,spoon,nine_hole_peg_test
n4_scene0002,14,20,6,0,6,1.6,4.6,0,master_chef_can,cups
n4_scene0002,6,16,1,0,1,29.5,29.5,1,nine_hole_peg_test,nine_hole_peg_test
n4_scene0002,12,15,1,0,1,1.2,1.2,0,cups,nine_hole_peg_test
n4_scene0002,3,12,1,1,0,224.3,224.3,0,master_chef_can,cups
n4_scene0002,19,20,2,2,0,44.2,64.0,0,master_chef_can,cups
n4_scene0002,3,15,2,1,1,4.8,77.8,0,master_chef_can,nine_hole_peg_test
n4_scene0004,2,9,1,1,0,72.5,72.5,1,apple,apple
n4_scene0004,2,11,1,1,0,212.8,212.8,0,apple,large_clamp
n4_scene0004,7,9,2,2,0,61.6,62.2,0,tomato_soup_can,apple
n4_scene0004,7,11,1,1,0,241.1,241.1,0,tomato_soup_can,large_clamp
n4_scene0004,6,12,1,1,0,85.0,85.0,0,large_clamp,tomato_soup_can
n4_scene0004,11,12,1,1,0,48.5,48.5,0,large_clamp,tomato_soup_can
n4_scene0004,11,14,1,0,1,1.9,1.9,1,large_clamp,large_clamp
n4_scene0004,4,12,1,1,0,54.4,54.4,0,racquetball,tomato_soup_can
n4_scene0004,12,14,1,1,0,427.7,427.7,0,tomato_soup_can,large_clamp
n4_scene0005,10,11,1,1,0,55.8,55.8,0,banana,plum
n4_scene0006,4,10,6,5,1,35.5,78.3,0,lemon,golf_ball
n4_scene0006,6,10,2,0,2,1.2,3.9,0,fork,golf_ball
n4_scene0007,7,14,4,4,0,65.0,173.9,1,power_drill,power_drill
n4_scene0007,7,10,8,5,3,8.5,59.8,0,power_drill,extra_large_clamp
n4_scene0007,7,11,12,7,5,3.8,55.2,1,power_drill,power_drill
n4_scene0007,7,8,8,4,4,9.0,70.8,1,power_drill,power_drill
n4_scene0007,11,16,1,1,0,347.1,347.1,0,power_drill,cups
n4_scene0007,10,14,8,6,2,11.6,75.7,0,extra_large_clamp,power_drill
n4_scene0007,11,14,9,6,3,11.4,81.3,1,power_drill,power_drill
n4_scene0007,8,10,10,0,10,0.7,12.0,0,power_drill,extra_large_clamp
n4_scene0007,10,17,1,0,1,6.4,6.4,0,extra_large_clamp,knife
n4_scene0007,9,10,1,0,1,2.3,2.3,1,extra_large_clamp,extra_large_clamp
n4_scene0007,5,11,11,10,1,29.9,60.7,0,cups,power_drill
n4_scene0007,8,11,4,2,2,27.7,34.5,1,power_drill,power_drill
n4_scene0007,8,14,7,4,3,2.1,62.9,1,power_drill,power_drill
n4_scene0007,4,7,1,1,0,128.3,128.3,0,extra_large_clamp,power_drill
n4_scene0007,10,11,8,3,5,1.3,29.9,0,extra_large_clamp,power_drill
n4_scene0007,5,10,1,0,1,22.8,22.8,0,cups,extra_large_clamp
n4_scene0007,5,14,1,0,1,3.8,3.8,0,cups,power_drill
n4_scene0007,7,9,1,0,1,3.1,3.1,0,power_drill,extra_large_clamp
n4_scene0007,7,15,1,1,0,79.4,79.4,0,power_drill,extra_large_clamp
n4_scene0007,7,13,1,1,0,260.9,260.9,0,power_drill,extra_large_clamp
n4_scene0007,10,13,1,0,1,34.8,34.8,1,extra_large_clamp,extra_large_clamp
n4_scene0007,11,13,1,0,1,24.2,24.2,0,power_drill,extra_large_clamp
n4_scene0007,7,12,1,0,1,1.3,1.3,1,power_drill,power_drill
n4_scene0007,5,12,1,0,1,1.1,1.1,0,cups,power_drill
n4_scene0007,10,12,1,0,1,34.8,34.8,0,extra_large_clamp,power_drill
n4_scene0007,8,12,1,1,0,91.0,91.0,1,power_drill,power_drill
n4_scene0007,11,12,1,0,1,3.7,3.7,1,power_drill,power_drill
n4_scene0007,6,7,1,1,0,91.9,91.9,1,power_drill,power_drill
n4_scene0007,6,8,2,0,2,8.9,19.1,1,power_drill,power_drill
n4_scene0007,6,11,1,0,1,10.1,10.1,1,power_drill,power_drill
n4_scene0007,8,16,1,0,1,4.2,4.2,0,power_drill,cups
n4_scene0008,2,13,1,1,0,43.9,43.9,1,cups,cups
n4_scene0008,2,15,4,2,2,19.7,34.6,1,cups,cups
n4_scene0008,12,13,6,4,2,32.2,54.1,0,potted_meat_can,cups
n4_scene0008,15,18,1,1,0,125.9,125.9,0,cups,potted_meat_can
n4_scene0008,13,15,9,3,6,10.4,32.4,1,cups,cups
n4_scene0008,2,12,2,2,0,130.9,145.5,0,cups,potted_meat_can
n4_scene0008,2,14,2,2,0,111.8,114.6,0,cups,tuna_fish_can
n4_scene0008,12,15,10,5,5,3.6,84.7,0,potted_meat_can,cups
n4_scene0008,14,15,2,2,0,63.9,71.4,0,tuna_fish_can,cups
n4_scene0008,2,4,1,1,0,124.2,124.2,0,cups,potted_meat_can
n4_scene0008,2,9,1,1,0,96.7,96.7,0,cups,tuna_fish_can
n4_scene0008,4,15,5,3,2,11.8,56.8,0,potted_meat_can,cups
n4_scene0008,9,15,1,1,0,83.1,83.1,0,tuna_fish_can,cups
n4_scene0008,9,14,1,0,1,6.4,6.4,1,tuna_fish_can,tuna_fish_can
n4_scene0008,7,15,1,0,1,1.0,1.0,0,potted_meat_can,cups
n4_scene0008,4,12,3,3,0,50.4,75.4,1,potted_meat_can,potted_meat_can
n4_scene0008,12,14,2,1,1,10.6,36.0,0,potted_meat_can,tuna_fish_can
n4_scene0008,8,15,1,0,1,16.5,16.5,1,cups,cups
n4_scene0008,15,16,1,0,1,8.4,8.4,1,cups,cups
n4_scene0009,9,14,5,4,1,11.8,59.5,0,mug,mini_soccer_ball
n4_scene0009,1,9,6,4,2,5.7,68.9,0,flat_screwdriver,mug
n4_scene0009,9,13,10,7,3,0.4,55.1,1,mug,mug
n4_scene0009,2,9,3,2,1,25.4,65.7,0,cups,mug
n4_scene0009,8,9,5,3,2,18.5,61.6,0,flat_screwdriver,mug
n4_scene0009,4,9,2,0,2,13.0,18.0,0,flat_screwdriver,mug
n4_scene0009,13,14,11,7,4,5.7,65.8,0,mug,mini_soccer_ball
n4_scene0009,2,13,4,4,0,85.8,177.1,0,cups,mug
n4_scene0009,4,8,6,0,6,6.1,7.7,1,flat_screwdriver,flat_screwdriver
n4_scene0009,1,2,2,1,1,10.5,160.4,0,flat_screwdriver,cups
n4_scene0009,9,15,1,0,1,12.9,12.9,1,mug,mug
n4_scene0009,7,9,1,0,1,8.6,8.6,0,flat_screwdriver,mug
n4_scene0009,4,7,1,0,1,9.1,9.1,1,flat_screwdriver,flat_screwdriver
n4_scene0009,1,8,1,0,1,11.1,11.1,1,flat_screwdriver,flat_screwdriver
n4_scene0009,1,12,2,2,0,205.3,265.3,0,flat_screwdriver,mug
n4_scene0010,8,10,3,3,0,132.1,169.9,0,mustard_bottle,foam_brick
n4_scene0010,7,8,10,6,4,1.8,68.4,1,mustard_bottle,mustard_bottle
n4_scene0010,3,8,11,9,2,8.4,394.8,0,foam_brick,mustard_bottle
n4_scene0010,5,8,3,3,0,43.1,53.0,0,medium_clamp,mustard_bottle
n4_scene0010,4,7,2,1,1,3.7,397.2,1,mustard_bottle,mustard_bottle
n4_scene0010,7,10,1,0,1,4.3,4.3,0,mustard_bottle,foam_brick
n4_scene0010,8,12,1,0,1,1.5,1.5,1,mustard_bottle,mustard_bottle
n4_scene0010,4,12,1,1,0,790.7,790.7,1,mustard_bottle,mustard_bottle
n4_scene0010,3,4,1,1,0,935.4,935.4,0,foam_brick,mustard_bottle
n4_scene0011,1,16,7,5,2,5.1,213.8,0,scissors,bleach_cleanser
n4_scene0011,16,18,1,0,1,4.5,4.5,1,bleach_cleanser,bleach_cleanser
n4_scene0011,13,16,7,1,6,1.3,5.7,1,bleach_cleanser,bleach_cleanser
n4_scene0011,17,21,5,1,4,5.2,6.6,1,scissors,scissors
n4_scene0011,10,14,9,7,2,9.6,71.5,0,bowl,scissors
n4_scene0011,14,17,10,2,8,1.2,5.7,1,scissors,scissors
n4_scene0011,1,19,2,2,0,157.4,345.5,0,scissors,bleach_cleanser
n4_scene0011,12,19,1,1,0,157.3,157.3,0,cups,bleach_cleanser
n4_scene0011,19,21,2,1,1,0.5,191.0,0,bleach_cleanser,scissors
n4_scene0011,1,14,5,2,3,1.9,22.3,1,scissors,scissors
n4_scene0011,12,16,4,1,3,6.2,21.6,0,cups,bleach_cleanser
n4_scene0011,14,16,7,6,1,31.6,79.1,0,scissors,bleach_cleanser
