scene,i,j,class,plane_med,plane_min,kink_deg,zov,conn,objA,objB
stack4_scene0018,3,4,相疊on,38.7,38.7,0.0,0.0,0,tuna_fish_can,tomato_soup_can
stack4_scene0018,5,8,並排有縫,165.2,160.7,0.0,0.77,0,tomato_soup_can,cracker_box
stack4_scene0018,6,8,同物過切,242.8,242.8,0.2,0.83,1,cracker_box,cracker_box
stack4_scene0018,5,7,並排有縫,165.2,160.7,0.0,0.55,0,tomato_soup_can,cracker_box
stack4_scene0018,6,7,同物過切,242.8,242.8,0.2,0.86,1,cracker_box,cracker_box
stack4_scene0018,5,6,並排有縫,178.7,175.3,0.0,1.0,0,tomato_soup_can,cracker_box
stack4_scene0018,6,10,同物過切,6.8,6.8,0.1,0.93,0,cracker_box,cracker_box
stack4_scene0018,1,9,同物過切,9.0,9.0,0.1,1.0,1,foam_brick,foam_brick
stack4_scene0018,3,5,相疊on,24.0,10.8,0.0,0.33,1,tuna_fish_can,tomato_soup_can
stack4_scene0019,5,7,同物過切,28.5,8.6,0.1,0.55,1,wood_block,wood_block
stack4_scene0019,4,7,同物過切,12.2,10.4,0.1,0.0,0,wood_block,wood_block
stack4_scene0020,2,7,同物過切,6.6,6.6,0.1,1.0,1,potted_meat_can,potted_meat_can
stack4_scene0020,2,6,並排有縫,132.8,130.2,0.0,1.0,0,potted_meat_can,cups
stack4_scene0020,5,6,並排有縫,134.8,111.1,0.1,0.73,0,potted_meat_can,cups
stack4_scene0020,2,5,同物過切,4.9,4.6,0.1,0.45,1,potted_meat_can,potted_meat_can
stack5_scene0001,3,7,並排有縫,182.1,182.1,0.0,1.0,0,cracker_box,apple
stack5_scene0001,9,11,並排有縫,262.2,262.2,0.0,1.0,0,master_chef_can,flat_screwdriver
stack5_scene0001,2,11,並排有縫,271.6,271.6,0.0,0.0,0,cracker_box,flat_screwdriver
stack5_scene0001,3,9,並排有縫,153.0,153.0,0.1,1.0,0,cracker_box,master_chef_can
stack5_scene0001,2,7,並排有縫,182.1,182.1,0.0,0.0,0,cracker_box,apple
stack5_scene0001,1,8,同物過切,1.1,1.0,0.0,0.33,1,cracker_box,cracker_box
stack5_scene0001,3,11,並排有縫,271.6,271.6,0.0,1.0,0,cracker_box,flat_screwdriver
stack5_scene0001,9,12,同物過切,17.9,3.9,0.1,0.25,1,master_chef_can,master_chef_can
stack5_scene0001,1,4,同物過切,7.5,7.5,0.1,0.38,0,cracker_box,cracker_box
stack5_scene0001,11,12,並排有縫,222.6,222.6,0.1,0.0,0,flat_screwdriver,master_chef_can
stack5_scene0001,2,9,並排有縫,153.0,153.0,0.1,0.05,0,cracker_box,master_chef_can
stack5_scene0002,2,4,同物過切,10.6,10.6,0.1,0.78,1,cups,cups
stack5_scene0002,7,10,同物過切,1.8,1.8,0.0,0.6,1,bleach_cleanser,bleach_cleanser
stack5_scene0002,3,10,並排有縫,185.8,180.8,0.0,1.0,0,master_chef_can,bleach_cleanser
stack5_scene0002,8,11,同物過切,1.6,1.6,0.1,1.0,0,bleach_cleanser,bleach_cleanser
stack5_scene0002,7,8,同物過切,3.1,1.8,0.1,0.0,1,bleach_cleanser,bleach_cleanser
stack5_scene0002,3,11,並排有縫,183.5,183.5,0.0,0.9,0,master_chef_can,bleach_cleanser
stack5_scene0004,1,2,並排有縫,126.6,126.6,0.0,1.0,0,apple,strawberry
stack5_scene0004,3,4,同物過切,8.8,0.3,0.0,0.12,1,sugar_box,sugar_box
stack5_scene0004,4,9,並排有縫,179.5,167.8,0.0,0.8,0,sugar_box,large_clamp
stack5_scene0004,3,9,並排有縫,208.1,202.7,0.1,0.0,0,sugar_box,large_clamp
stack5_scene0004,3,6,同物過切,5.0,2.8,0.0,0.38,1,sugar_box,sugar_box
stack5_scene0004,5,9,並排有縫,179.5,167.8,0.0,1.0,0,sugar_box,large_clamp
stack5_scene0004,6,9,並排有縫,192.1,192.1,0.1,1.0,0,sugar_box,large_clamp
stack5_scene0004,3,5,同物過切,3.1,0.3,0.0,0.0,0,sugar_box,sugar_box
stack5_scene0005,1,2,同物過切,4.9,1.1,0.1,0.5,1,rubiks_cube,rubiks_cube
stack5_scene0005,5,7,並排有縫,129.0,129.0,0.1,0.44,0,tuna_fish_can,cups
stack5_scene0005,2,3,並排有縫,108.8,104.6,0.0,1.0,0,rubiks_cube,pudding_box
stack5_scene0005,5,6,並排有縫,145.8,145.8,0.1,0.78,0,tuna_fish_can,cups
stack5_scene0005,3,5,相疊on,20.6,2.9,0.0,0.44,1,pudding_box,tuna_fish_can
stack5_scene0005,7,8,同物過切,4.7,2.7,0.1,0.67,1,cups,cups
stack5_scene0006,5,8,並排有縫,151.9,71.0,0.1,1.0,0,sugar_box,tennis_ball
stack5_scene0006,4,6,同物過切,9.5,9.5,0.1,0.0,0,sugar_box,sugar_box
stack5_scene0006,2,3,並排有縫,117.9,117.9,0.1,0.85,0,sugar_box,bowl
stack5_scene0006,4,5,同物過切,6.4,6.4,0.0,0.27,1,sugar_box,sugar_box
stack5_scene0006,4,8,並排有縫,174.9,173.5,0.1,0.0,0,sugar_box,tennis_ball
stack5_scene0006,3,5,並排有縫,115.9,115.9,0.1,1.0,0,bowl,sugar_box
stack5_scene0007,3,8,並排有縫,211.2,211.2,0.0,0.0,0,sugar_box,tuna_fish_can
stack5_scene0007,3,4,同物過切,13.7,13.7,0.0,0.0,1,sugar_box,sugar_box
stack5_scene0007,3,10,並排有縫,260.5,260.5,0.0,0.0,0,sugar_box,apple
stack5_scene0007,3,6,同物過切,18.4,15.2,0.1,0.0,0,sugar_box,sugar_box
stack5_scene0007,3,5,同物過切,14.7,11.3,0.0,0.0,0,sugar_box,sugar_box
stack5_scene0007,7,8,同物過切,5.2,2.6,0.0,0.2,1,tuna_fish_can,tuna_fish_can
stack5_scene0008,2,7,並排有縫,129.6,129.6,0.1,0.0,0,tomato_soup_can,potted_meat_can
stack5_scene0008,4,6,同物過切,3.4,2.5,0.1,0.29,1,potted_meat_can,potted_meat_can
stack5_scene0008,5,7,並排有縫,14.3,14.3,0.6,1.0,0,tomato_soup_can,potted_meat_can
stack5_scene0008,2,3,相疊on,39.5,22.1,0.1,0.0,0,tomato_soup_can,tuna_fish_can
stack5_scene0008,2,5,同物過切,5.8,5.8,0.1,0.62,1,tomato_soup_can,tomato_soup_can
stack5_scene0008,1,3,並排有縫,121.7,121.7,0.0,1.0,0,cups,tuna_fish_can
stack5_scene0008,3,5,相疊on,14.9,10.6,0.0,1.0,1,tuna_fish_can,tomato_soup_can
stack5_scene0009,5,7,並排有縫,194.9,194.9,0.1,0.0,0,knife,potted_meat_can
stack5_scene0009,5,6,並排有縫,205.9,205.9,0.0,1.0,0,knife,potted_meat_can
stack5_scene0009,5,12,同物過切,0.8,0.2,0.0,1.0,1,knife,knife
stack5_scene0009,1,11,並排有縫,129.6,129.6,0.1,1.0,0,wood_block,potted_meat_can
stack5_scene0009,11,13,並排有縫,174.7,166.3,0.0,0.0,0,potted_meat_can,wood_block
stack5_scene0009,6,7,同物過切,13.5,13.5,0.1,0.25,1,potted_meat_can,potted_meat_can
stack5_scene0009,10,13,同物過切,0.4,0.4,0.1,0.5,1,wood_block,wood_block
stack5_scene0009,1,7,並排有縫,134.0,134.0,0.1,1.0,0,wood_block,potted_meat_can
stack5_scene0009,7,11,同物過切,16.4,11.0,0.0,0.25,1,potted_meat_can,potted_meat_can
stack5_scene0010,6,15,同物過切,1.2,1.2,0.0,1.0,1,potted_meat_can,potted_meat_can
stack5_scene0010,6,14,同物過切,10.0,6.6,0.1,0.17,1,potted_meat_can,potted_meat_can
stack5_scene0010,14,15,同物過切,14.0,14.0,0.1,0.17,1,potted_meat_can,potted_meat_can
stack5_scene0011,2,4,並排有縫,211.2,211.2,0.0,0.0,0,wood_block,sponge
stack5_scene0011,3,4,相疊on,27.5,20.3,0.0,0.5,1,foam_brick,sponge
stack5_scene0011,2,7,同物過切,13.6,13.6,0.1,0.62,1,wood_block,wood_block
stack5_scene0011,5,8,同物過切,0.7,0.1,0.1,1.0,1,padlock,padlock
stack5_scene0011,6,9,同物過切,8.4,8.4,0.0,1.0,1,tennis_ball,tennis_ball
stack5_scene0011,1,4,並排有縫,201.3,201.3,0.0,1.0,0,wood_block,sponge
stack5_scene0011,2,3,並排有縫,180.7,179.9,0.0,0.0,0,wood_block,foam_brick
stack5_scene0011,1,3,並排有縫,188.7,179.9,0.0,1.0,0,wood_block,foam_brick
stack5_scene0011,4,7,並排有縫,218.1,218.1,0.1,1.0,0,sponge,wood_block
stack5_scene0011,3,5,並排有縫,160.3,160.3,0.0,0.5,0,foam_brick,padlock
stack5_scene0012,4,5,同物過切,10.2,7.6,0.0,0.89,1,orange,orange
stack5_scene0012,1,3,同物過切,1.3,0.1,0.0,1.0,1,phillips_screwdriver,phillips_screwdriver
stack5_scene0013,9,10,同物過切,7.0,3.0,0.1,0.27,1,sugar_box,sugar_box
stack5_scene0013,8,10,並排有縫,173.0,171.8,0.0,1.0,0,foam_brick,sugar_box
stack5_scene0013,7,8,相疊on,27.8,9.0,0.0,0.38,1,sponge,foam_brick
stack5_scene0014,3,8,相疊on,11.4,10.7,0.1,0.0,1,cracker_box,sugar_box
stack5_scene0014,3,4,相疊on,4.1,1.3,0.0,0.17,1,cracker_box,sugar_box
stack5_scene0014,3,7,並排有縫,181.6,130.3,0.0,1.0,0,cracker_box,baseball
stack5_scene0014,4,6,同物過切,36.9,36.9,0.0,1.0,0,sugar_box,sugar_box
stack5_scene0014,5,7,並排有縫,129.4,129.4,0.0,0.93,0,cracker_box,baseball
stack5_scene0014,5,9,同物過切,0.1,0.1,0.1,0.96,1,cracker_box,cracker_box
stack5_scene0015,5,9,同物過切,2.9,2.9,0.0,0.5,1,bleach_cleanser,bleach_cleanser
stack5_scene0015,2,3,同物過切,9.2,9.2,0.0,1.0,1,tennis_ball,tennis_ball
stack5_scene0016,1,2,同物過切,0.5,0.1,0.0,1.0,1,fork,fork
stack5_scene0016,5,7,並排有縫,87.4,87.4,0.1,0.0,0,mustard_bottle,tomato_soup_can
stack5_scene0016,6,7,同物過切,0.3,0.3,0.0,1.0,1,tomato_soup_can,tomato_soup_can
stack5_scene0016,4,5,並排有縫,252.5,252.5,0.1,1.0,0,wood_block,mustard_bottle
stack5_scene0016,4,7,相疊on,4.1,0.2,0.0,0.12,1,wood_block,tomato_soup_can
stack5_scene0016,7,8,相疊on,14.9,14.9,0.1,0.0,0,tomato_soup_can,wood_block
stack5_scene0017,1,2,並排有縫,139.2,139.2,0.0,1.0,0,cups,master_chef_can
stack5_scene0017,2,7,並排有縫,136.3,130.0,0.1,1.0,0,master_chef_can,sugar_box
stack5_scene0017,6,7,同物過切,1.9,1.9,0.0,0.18,1,sugar_box,sugar_box
stack5_scene0017,1,7,並排有縫,134.0,134.0,0.1,1.0,0,cups,sugar_box
stack5_scene0017,2,6,並排有縫,136.1,122.3,0.0,0.82,0,master_chef_can,sugar_box
stack5_scene0017,5,9,同物過切,3.3,0.7,0.0,1.0,1,padlock,padlock
stack5_scene0018,4,6,相疊on,30.3,30.3,0.1,0.0,0,gelatin_box,tomato_soup_can
stack5_scene0018,5,7,並排有縫,152.2,152.2,0.1,0.62,0,tomato_soup_can,cups
stack5_scene0018,6,7,並排有縫,127.3,127.3,0.0,0.0,0,tomato_soup_can,cups
stack5_scene0018,4,5,相疊on,28.4,9.7,0.0,0.4,1,gelatin_box,tomato_soup_can
stack5_scene0019,2,4,並排有縫,87.4,16.2,0.1,1.0,0,cracker_box,orange
stack5_scene0019,3,4,並排有縫,89.1,16.2,0.0,0.0,0,cracker_box,orange
stack5_scene0019,1,4,並排有縫,48.2,15.5,0.2,0.8,0,cracker_box,orange
stack5_scene0019,1,7,同物過切,5.5,2.4,0.1,0.93,1,cracker_box,cracker_box
stack5_scene0019,2,6,並排有縫,227.5,225.0,0.1,1.0,0,cracker_box,bowl
stack5_scene0019,3,6,並排有縫,227.5,225.0,0.1,0.05,0,cracker_box,bowl
stack5_scene0020,1,2,並排有縫,96.2,96.2,0.0,1.0,0,pear,softball
stack5_scene0020,2,7,並排有縫,156.2,156.2,0.0,1.0,0,softball,pudding_box
stack5_scene0020,3,7,相疊on,21.6,10.5,0.0,1.0,1,tuna_fish_can,pudding_box
stack5_scene0020,5,7,相疊on,24.0,24.0,0.0,0.11,1,tuna_fish_can,pudding_box
stack5_scene0020,2,6,並排有縫,136.7,136.7,0.0,1.0,0,softball,cups
stack5_scene0020,3,5,同物過切,10.5,0.4,0.0,0.67,1,tuna_fish_can,tuna_fish_can
